Opening Type,Result,White Elo,Black Elo,Move List,Variation
Danish Gambit,1-0,1533,1599,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'c3d4', 'g8f6', 'd4d5', 'c6e5', 'f2f4', 'e5g6', 'e4e5', 'f6h5', 'd1h5', 'f8c5', 'g1f3', 'd7d6', 'b1c3', 'c8f5', 'f1e2', 'd8d7', 'f3h4', 'f5g4', 'e2g4', 'g6h4', 'g4d7', 'e8d7', 'h5h4', 'd6e5', 'f4e5', 'a8e8', 'h4g4', 'f7f5', 'g4g7', 'd7d8', 'c1g5', 'd8c8', 'c3b5', 'h8g8', 'g7c7']",['Others B1']
Danish Gambit,1-0,1561,1550,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8b4', 'b1c3', 'g8f6', 'e4e5', 'd8e7', 'g1f3', 'd7d5', 'c4b3', 'e8g8', 'e1g1', 'b4c3', 'b2c3', 'f6g4', 'b3d5', 'c7c6', 'd5b3', 'c8e6', 'f1e1', 'f8d8', 'd1c2', 'h7h6', 'c2e4', 'b8d7', 'b3c2', 'g7g6', 'f3d4', 'd7c5', 'e4f3', 'f7f6', 'h2h3', 'g4e5', 'f3g3', 'e6f7', 'c1h6', 'c5e6', 'f2f4', 'e6d4', 'c3d4', 'd8d4', 'f4e5', 'e7c5', 'g3f2', 'f6e5', 'h6e3', 'a8d8', 'e3d4', 'd8d4', 'a1c1', 'b7b6', 'c2g6', 'c5c1', 'e1c1', 'f7g6', 'c1c6', 'g6e4', 'c6c8', 'g8g7', 'f2f8', 'g7g6', 'f8g8', 'g6f5', 'c8f8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Bb4']"
Danish Gambit,1-0,1651,1602,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8c5', 'b1c3', 'g8e7', 'd1h5', 'e8g8', 'h5c5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1854,1862,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4d3', 'f1d3', 'b8c6', 'g1f3', 'g8f6', 'e1g1', 'f8e7', 'e4e5', 'f6d5', 'd3e4', 'd5b6', 'b2b3', 'd7d6', 'c1b2', 'c6e5', 'c3c4', 'e7f6', 'f1e1', 'e8g8', 'f3e5', 'f6e5', 'b2e5', 'd6e5', 'd1h5', 'f7f5', 'e1d1', 'd8f6', 'e4d5', 'b6d5', 'c4d5', 'f8d8', 'b1c3', 'g7g6', 'h5e2', 'a7a6', 'a1c1', 'c7c6', 'd5c6', 'd8d1', 'c1d1', 'e5e4', 'c3d5', 'f6f7', 'c6b7', 'c8b7', 'e2c4', 'b7d5', 'd1d5', 'g8g7', 'c4c6', 'a8c8', 'd5d7', 'c8c6']",['Others B1']
Danish Gambit,1-0,1961,1959,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'g1f3', 'b8c6', 'e1g1', 'c8e6', 'c4e6', 'f7e6', 'd1b3', 'd8c8', 'f3g5', 'c6d8', 'b1c3', 'f8e7', 'e4e5', 'e7g5', 'c1g5', 'h7h6', 'g5h4', 'd6d5', 'c3e2', 'd8c6', 'h4g3', 'g8e7', 'a1d1', 'e8g8', 'a2a3', 'e7g6', 'b3c3', 'f8f5', 'e2d4', 'c6d4', 'c3d4', 'c7c5', 'd4g4', 'f5g5', 'g4e2', 'c8f8', 'f2f4', 'g5f5', 'e2c2', 'a8c8', 'c2a4', 'a7a6', 'a4d7', 'f8e7', 'd7c8', 'g8h7', 'c8b8', 'c5c4', 'b8d6', 'e7e8', 'd6b6', 'e8e7', 'b2b3', 'c4b3', 'b6b3', 'b7b5', 'a3a4', 'b5b4', 'd1c1', 'a6a5', 'c1c6', 'e7f8', 'c6e6', 'f8c5', 'g1h1', 'c5d4', 'e6d6', 'd4e5', 'd6d7', 'e5e2', 'f1g1', 'g6f4', 'g3f4', 'f5f4', 'd7d5', 'f4f1', 'b3d3', 'e2d3', 'd5d3', 'f1f2', 'd3d5', 'b4b3', 'd5a5', 'b3b2', 'a5b5', 'g7g5', 'a4a5', 'f2c2', 'a5a6', 'h7g6', 'a6a7', 'b2b1q', 'g1b1', 'c2a2', 'b5b7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1676,1686,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'e4e5', 'd7d5', 'e5d6', 'f8d6', 'b1c3', 'e8g8', 'g1e2', 'f8e8', 'c1e3', 'c8g4', 'c3d5', 'f6d5', 'd1d5', 'g4e6', 'd5d3', 'e6c4', 'd3c4', 'b8c6', 'e1g1', 'e8f8', 'a1d1', 'd8f6', 'e2d4', 'c6d4', 'e3d4', 'f6h6', 'g2g3', 'a8d8', 'f1e1', 'a7a6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1834,1799,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d6', 'c3d4', 'g8f6', 'b1c3', 'c8g4', 'f2f3', 'g4h5', 'g2g4', 'h5g6', 'f1d3', 'f8e7', 'c1e3', 'e8g8', 'd1d2', 'c7c5', 'g1e2', 'b8c6', 'd4c5', 'd6c5', 'e1c1', 'd8a5', 'g4g5', 'f6h5', 'e2g3', 'h5g3', 'h2g3', 'f8d8', 'd2c2', 'c6e5', 'd3e2', 'd8d1', 'h1d1', 'a8d8', 'd1d8', 'a5d8', 'f3f4', 'e5c6', 'f4f5', 'e7g5', 'c2d2', 'd8d2', 'c1d2', 'g5e3', 'd2e3', 'c6e5', 'f5g6', 'h7g6', 'c3d5', 'b7b6', 'b2b4', 'c5c4', 'd5e7', 'g8f8', 'e7c8', 'c4c3', 'c8a7', 'c3c2', 'e3d2', 'c2c1q', 'd2c1', 'f8e7', 'a7c8', 'e7d7', 'c8b6', 'd7c6', 'b6d5', 'e5d7', 'c1c2', 'd7b8', 'c2c3', 'b8d7', 'c3c4', 'd7e5', 'c4d4', 'f7f6', 'a2a4', 'c6b7', 'a4a5', 'e5c6', 'd4c5', 'c6e5', 'b4b5', 'e5d7', 'c5d6', 'd7e5', 'd5b4', 'e5f7', 'd6c5', 'f7e5', 'a5a6', 'b7a7', 'b4c6', 'a7a8', 'c6e5', 'f6e5', 'b5b6', 'a8b8', 'c5c6', 'b8a8', 'c6c7', 'g6g5', 'b6b7', 'a8a7', 'b7b8q']",['Others B1']
Danish Gambit,1-0,1486,1151,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'b1c3', 'd7d6', 'g1f3', 'c8g4', 'd1d5', 'g8f6', 'd5f7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Declined, Sorensen Defense",0-1,1906,2016,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4d5', 'd8d5', 'd1d4', 'd5d4', 'c3d4', 'b8c6', 'g1f3', 'c8g4', 'f1b5', 'g4f3', 'g2f3', 'g8e7', 'b1c3', 'a7a6', 'b5c6', 'e7c6', 'c1e3', 'f8b4', 'e1g1', 'e8c8', 'c3e4', 'c6d4', 'e3d4', 'd8d4', 'e4g5', 'h7h6', 'g5f7', 'h8f8', 'f7e5', 'b4d6', 'e5g6', 'f8f3', 'a1d1', 'd4g4', 'g1h1', 'g4g6', 'd1d4', 'f3h3', 'f2f4', 'h3e3', 'f1f2', 'e3e1']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,1-0,2057,2051,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d5', 'c4d5', 'b8c6', 'b1c3', 'g8f6', 'g1f3', 'c8g4', 'e1g1', 'c6e5', 'd5b7', 'a8b8', 'd1a4', 'g4d7', 'a4a7', 'e5f3', 'g2f3', 'f8d6', 'c1g5', 'e8g8', 'c3d5', 'd7h3', 'f1d1', 'd8e8', 'g5f6', 'e8e6', 'f6h4', 'e6g6', 'h4g3', 'd6g3', 'f2g3', 'c7c6', 'd5e7', 'g8h8', 'e7g6', 'f7g6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1195,1201,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'b1c3', 'f8c5', 'g1f3', 'e8g8', 'e1g1', 'c7c6', 'h2h3', 'd7d5', 'e4d5', 'c6d5', 'c3d5', 'b7b5', 'd5f6', 'd8f6', 'c4b5', 'c8b7', 'b5e2', 'b7f3', 'e2f3', 'b8c6', 'a2a3', 'a8d8', 'd1c2', 'c6d4', 'c2c5', 'd4f3', 'g2f3', 'f6f3', 'c1g5', 'd8d5', 'c5f8', 'g8f8', 'g5e3', 'f3h3', 'a1c1', 'h3g4', 'g1h1', 'd5h5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1420,1462,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'b1c3', 'c8e6', 'g1f3', 'e6c4']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Accepted, Classical Defense",1-0,1698,1692,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'd1b3', 'd8e7', 'b1c3', 'f6e4', 'c3e4', 'e7e4', 'e1f1', 'd7d5', 'a1e1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1704,1718,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'b1c3', 'f8b4', 'g1f3', 'd7d6', 'e1g1', 'c8g4', 'c3d5', 'g8e7', 'c4b5', 'e7d5', 'e4d5', 'a7a6', 'd5c6', 'a6b5', 'c6b7', 'a8b8', 'd1d5', 'g4f3', 'g2f3', 'e8g8', 'd5b5', 'b4c5', 'c1d2', 'd8h4', 'a1e1', 'h7h6', 'b2b4', 'c5b6', 'a2a4', 'b8b7', 'a4a5', 'b6f2', 'f1f2', 'b7b5', 'a5a6', 'f8a8', 'e1a1', 'h4d4', 'a1f1', 'a8a6', 'f3f4', 'a6a1', 'f1a1', 'd4a1', 'f2f1', 'a1d4', 'f1f2', 'b5b4', 'd2b4', 'd4b4', 'g1g2', 'c7c5', 'g2f3', 'd6d5', 'f3e2', 'd5d4', 'e2d3', 'b4c3', 'd3e4', 'c5c4', 'f4f5', 'd4d3', 'f5f6', 'd3d2', 'f2g2', 'g7g6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Accepted, Classical Defense",0-1,1637,1686,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'd1b3', 'd8e7', 'e4e5', 'f6g8', 'a2a3', 'b8c6', 'b2c3', 'b7b6', 'g1e2', 'c8b7', 'e1g1', 'e8c8', 'c4d5', 'c6e5', 'd5b7', 'c8b7', 'a3a4', 'e5f3', 'g2f3', 'e7e2', 'b3d5', 'b7b8', 'b1d2', 'g8f6', 'c3f6', 'g7f6', 'a4a5', 'b6b5', 'd5c5', 'f8c5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1425,1458,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'c3d4', 'd7d5', 'e4d5', 'd8d5', 'b1c3', 'd5d4', 'd1d4', 'c6d4', 'f1d3', 'g7g6', 'g1e2', 'd4e2', 'd3e2', 'g8e7', 'e1g1', 'f8g7', 'c3b5', 'c7c6', 'b5c7', 'e8d7', 'c7a8', 'd7e6', 'e2g4', 'e6f6', 'a8c7', 'c8g4', 'f2f3', 'g4d7', 'f1d1', 'd7e6', 'c1d2', 'e7d5', 'c7d5', 'e6d5', 'd2c3', 'f6e7', 'c3g7', 'h8g8', 'g7c3', 'f7f5', 'd1e1', 'e7d6', 'a1d1', 'd6c7', 'c3e5', 'c7b6', 'e5d4', 'b6c7', 'd4a7', 'b7b6', 'e1e7', 'c7d8', 'e7h7', 'g8g7', 'h7g7', 'd8e8', 'a7b6', 'e8f8', 'g7a7']",['Others B1']
Danish Gambit Accepted,0-1,1777,2064,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'c7c6', 'g1f3', 'd8a5', 'b1d2', 'd7d6', 'e1g1', 'b7b5', 'c4b3', 'c8e6', 'f1e1', 'b8d7', 'e4e5', 'd6d5', 'a2a4', 'b5b4', 'f3d4', 'a8c8', 'f2f4', 'g8e7', 'f4f5', 'e7f5', 'd2f3', 'c6c5', 'd4b5', 'c5c4', 'b3c2', 'f8c5', 'b2d4', 'e8g8', 'c2f5', 'e6f5', 'd4c5', 'd7c5', 'b5d6', 'f5e6', 'd6c8', 'f8c8', 'f3d4', 'c5d3', 'e1f1', 'c8f8', 'd1f3', 'd3e5', 'f3g3', 'e5g6', 'g3d6', 'b4b3', 'd4e6', 'f7e6', 'd6e6', 'g8h8', 'f1f8', 'g6f8', 'e6f7', 'a5c5', 'g1h1', 'b3b2', 'a1f1', 'h7h6', 'f1e1', 'c4c3', 'h2h3', 'c3c2', 'e1e8', 'c2c1q', 'h1h2', 'c5d6', 'g2g3', 'c1c2', 'h2g1', 'b2b1q', 'e8e1', 'd6g3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1697,1632,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'g8f6', 'g1f3', 'f8e7', 'f1c4', 'b8c6', 'e4e5', 'f6g4', 'd1e2', 'e8g8', 'h2h3', 'g4h6', 'c1h6', 'g7h6', 'e1g1', 'g8h8', 'e2e4', 'd7d6', 'c4d3', 'f7f5', 'e5f6', 'f8f7', 'f6e7', 'f7e7', 'e4h4', 'e7g7', 'h4h6', 'c6e5', 'f3e5', 'd6e5', 'a1d1', 'd8e7', 'c3d5', 'e7f7', 'd5e3', 'c8h3', 'h6h3', 'e5e4', 'd3e4', 'a8g8', 'e4d5', 'f7g6', 'd5g8', 'g7g8', 'd1d7', 'h7h5', 'f1d1', 'c7c6', 'd7b7', 'h5h4', 'h3h4', 'g6h7', 'h4h7']","['Danish Gambit Accepted', 'Take Back Gambit']"
Danish Gambit,1-0,1187,1369,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'c3d4', 'f8b4', 'b1c3', 'b4c3', 'b2c3', 'g8f6', 'c1g5', 'h7h6', 'g5h4', 'g7g5', 'h4g3', 'f6e4', 'd1e2', 'c6b4', 'e2e4', 'd8e7', 'e4e7', 'e8e7', 'e1d2', 'b4d5', 'f1c4', 'd5b6', 'c4b3', 'h6h5', 'g3c7', 'h8e8', 'a1e1', 'e7f8', 'c7d6', 'f8g7', 'e1e8', 'a7a6', 'd6e5', 'g7g6', 'e8g8', 'g6h7', 'b3f7', 'd7d6', 'g8h8']",['Others B1']
Danish Gambit,1-0,2437,2491,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'c3d4', 'd7d5', 'e4e5', 'f8b4', 'b1c3', 'g8e7', 'g1f3', 'b4c3', 'b2c3', 'c8g4', 'f1d3', 'g4f3', 'd1f3', 'e7g6', 'e1g1', 'e8g8', 'g2g3', 'd8e8', 'f3g2', 'c6e7', 'f2f4', 'c7c6', 'f4f5', 'g6h8', 'f5f6', 'g7f6', 'e5f6', 'e7g6', 'g2d2', 'a8b8', 'd2h6', 'e8e3', 'c1e3']",['Others B1']
Danish Gambit,0-1,1521,1722,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'f8b4', 'c1d2', 'd8f6', 'f1c4', 'c7c6', 'a2a3', 'b4a5', 'g1f3', 'f6g6', 'e1g1', 'g8e7', 'f3e5', 'g6f6', 'e5f7', 'd7d5', 'f7h8', 'd5c4', 'd1h5', 'e8f8', 'h5a5', 'b7b6', 'a5b4', 'f8g8', 'e4e5', 'f6f8', 'd2g5', 'c6c5', 'g5e7', 'f8e7', 'b4c4', 'g8h8', 'c4d5', 'c8b7', 'd5d3', 'e7g5', 'd3d8', 'g5d8', 'a1d1', 'd8f8', 'c3b5', 'b8c6', 'd1d7', 'a8b8', 'b5d6', 'c6e5', 'd6b7', 'e5d7']","['Danish Gambit Accepted', 'Take Back Gambit']"
Danish Gambit,1-0,1500,1574,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'e4e5', 'f6g8', 'd1b3', 'd8e7', 'g1f3', 'b8c6', 'b1c3', 'c6e5', 'c3d5', 'e7d6', 'e1g1', 'b7b6', 'f1e1', 'b6b5', 'e1e5', 'f8e7', 'd5e7', 'g8e7', 'c1g5', 'b5c4', 'b3c4', 'e8g8', 'g5e7', 'd6g6', 'e7f8', 'd7d6', 'e5e8', 'c8e6', 'c4c6', 'a8e8', 'c6e8', 'h7h5', 'f8d6', 'g8h7', 'd6c7', 'e6d5', 'e8e3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1574,1560,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'd1b3', 'c8e6', 'b1c3', 'e6c4', 'b3c4', 'g8e7', 'c1g5', 'f7f6', 'g5h4', 'g7g5', 'h4g3', 'd8d7', 'e1c1', 'b8c6', 'g1e2', 'c6e5', 'c4b3', 'b7b6', 'e2d4', 'c7c5', 'd4f5', 'e7f5', 'e4f5', 'd7f5', 'h1e1', 'e8c8', 'c3d5', 'f8h6', 'd5e7', 'c8d7', 'e7f5', 'h6f8', 'b3b5', 'd7c7', 'b5a6', 'c7b8', 'h2h3', 'e5c6', 'f5d6', 'f8d6', 'g3d6', 'd8d6', 'd1d6', 'c6b4', 'a6e2', 'b4a2', 'c1b1', 'a2b4', 'd6d7', 'b4c6', 'e2e8', 'h8e8', 'e1e8', 'c6d8', 'e8d8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1352,1328,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'g1h3', 'g8f6', 'h3g5', 'c3b2', 'c1b2', 'd8e7', 'c4f7', 'e8d8', 'f7b3', 'c6e5', 'b2e5', 'e7e5', 'g5f7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1451,1417,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'f8e7', 'f1c4', 'g8f6', 'e4e5', 'f6e4', 'd1d4', 'd7d5', 'c4d5', 'c7c6', 'd5e4']",['Others B1']
"Danish Gambit Declined, Sorensen Defense",0-1,1885,2038,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4e5', 'd4c3', 'b1c3', 'c7c6', 'g1f3', 'c8e6', 'c1g5', 'f8e7', 'g5e7', 'd8e7', 'f1d3', 'b8d7', 'e1g1', 'd7c5', 'd3c2', 'g8h6', 'b2b4', 'c5d7', 'a2a4', 'e7b4', 'd1d3', 'b4e7', 'a1b1', 'b7b6', 'h2h3', 'e6f5', 'd3d2', 'f5c2', 'd2c2', 'e8g8', 'f1e1', 'f8e8', 'c3d1', 'a8c8', 'd1b2', 'e7e6', 'b2d3', 'c6c5', 'd3f4', 'e6f5', 'c2f5', 'h6f5', 'g2g4', 'f5e7', 'e5e6', 'd7f6', 'e6f7', 'g8f7', 'f3g5', 'f7g8', 'g5e6', 'e7c6', 'g4g5', 'f6e4', 'f4d5', 'e8e6', 'f2f3', 'e4g5', 'e1e6', 'g5e6', 'b1e1', 'c6d4']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,0-1,1667,1672,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'd1b3', 'c3b2', 'c1b2', 'g8f6', 'f1c4', 'd8e7', 'b1d2', 'b8c6', 'g1f3', 'd7d6', 'h2h3', 'c8e6', 'c4e6', 'e7e6', 'b3b7', 'a8b8', 'b7c6', 'e6d7', 'c6d7', 'f6d7', 'b2d4', 'c7c5', 'd4e3', 'f8e7', 'e1g1', 'e8g8', 'd2c4', 'd7b6', 'c4b6', 'a7b6', 'a2a4', 'b6b5', 'a4b5', 'b8b5', 'f1b1', 'f8b8', 'b1b5', 'b8b5', 'a1a8', 'e7f8', 'e4e5', 'd6d5', 'a8c8', 'd5d4', 'e3f4', 'h7h6', 'g1f1', 'b5b1', 'f1e2', 'b1b2', 'e2d3', 'b2b3', 'd3c4', 'b3c3', 'c4d5', 'd4d3', 'c8c5', 'c3c5', 'd5e4', 'c5c4', 'e4d3', 'c4f4', 'f3d4', 'f8c5', 'd4e2', 'f7f6', 'f2f3', 'f4f5', 'e5f6', 'f5f6', 'g2g4', 'f6d6', 'd3c4', 'd6c6', 'c4b5', 'c6c8', 'e2c3', 'c5d4', 'c3a4', 'g8f7', 'b5a6', 'c8a8', 'a6b5', 'a8a4', 'b5a4', 'f7e6']","['Danish Gambit Accepted', 'Others W1']"
"Danish Gambit Declined, Sorensen Defense",0-1,1608,1626,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'f1c4', 'd5c4', 'c3d4', 'b8c6', 'c1e3', 'g8f6', 'b1c3', 'f8b4', 'g1e2', 'f6e4', 'e1g1', 'e4c3', 'b2c3', 'b4e7', 'd1a4', 'e8g8', 'a4c4', 'c6a5', 'c4a4', 'b7b6', 'f1e1', 'e7g5', 'e2g3', 'g5e3', 'e1e3', 'c8e6', 'a1e1', 'd8d5', 'e3e5', 'd5a2', 'a4d1', 'a5c4', 'e5g5', 'a2d2', 'd1b1', 'd2g5']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,1-0,1460,1473,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'd1f3', 'c8e6', 'c4d3', 'g8f6', 'g1e2', 'b8d7', 'b2c3', 'd7e5', 'f3e3', 'f8e7', 'c1b2', 'e8g8', 'b1d2', 'e5d3', 'e3d3', 'f6d7', 'e1g1', 'd7e5', 'd3c2', 'b7b5', 'h2h3', 'c7c5', 'c3c4', 'b5c4', 'b2e5', 'd6e5', 'd2c4', 'd8c7', 'c2c3', 'e6c4', 'c3c4', 'f8d8', 'f1d1', 'g8f8', 'd1d8', 'a8d8', 'c4c2', 'c7a5', 'f2f4', 'd8d2', 'c2c4', 'd2a2', 'a1a2', 'a5e1', 'g1h2', 'e5f4', 'e2f4', 'e7d6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1900,1741,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3c2', 'd1c2', 'd7d6', 'b1c3', 'g8f6', 'g1e2', 'f8e7', 'e1g1', 'e8g8', 'f2f3', 'c8e6', 'c4e6', 'f7e6', 'c2b3', 'd8c8', 'e2f4', 'g8f7', 'c1e3', 'g7g5', 'f4d3', 'c7c5', 'e3g5', 'c5c4', 'b3b5', 'c4d3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit Accepted,1-0,1500,1414,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'b8c6', 'd1d5', 'g8h6', 'b2c1', 'f8b4', 'e1f1', 'e8g8', 'c1h6', 'g7h6', 'g1f3', 'c6e7', 'd5e5', 'e7c6', 'e5g3', 'g8h8', 'a2a3', 'd8f6', 'e4e5', 'c6e5', 'f3e5', 'f8g8', 'g3e3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1584,1634,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8b4', 'b1c3', 'd7d6', 'd1f3', 'd8f6', 'f3f6', 'g8f6', 'c1d2', 'b4c3', 'd2c3', 'f6e4', 'g1f3', 'e4c3', 'b2c3', 'e8g8', 'e1g1', 'b8c6', 'f1e1', 'c8f5', 'a1d1', 'f8e8', 'e1f1', 'c6e5', 'f3e5', 'e8e5', 'f1e1', 'a8e8', 'e1e5', 'e8e5', 'g2g3', 'f5h3', 'd1b1', 'e5c5', 'c4b3', 'c5c3', 'b1e1', 'g8f8', 'b3d5', 'c7c6', 'd5b3', 'd6d5', 'f2f4', 'd5d4', 'e1d1', 'c3f3', 'b3c4', 'c6c5', 'd1b1', 'b7b6', 'c4b5', 'd4d3', 'b1e1', 'g7g6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Bb4']"
Danish Gambit,*,1815,1748,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8b4', 'c4f7', 'e8f7', 'd1b3', 'f7e8', 'b3b4', 'd8f6', 'b1c3', 'b8c6', 'b4a4', 'g8e7', 'g1f3', 'a7a6', 'c1g5', 'f6e6', 'e1g1', 'e8f7', 'a1d1', 'h8f8', 'f1e1', 'h7h6', 'g5e7', 'c6e7', 'c3d5', 'e7d5', 'e4d5', 'e6f6', 'd1d4', 'f7g8', 'a4b3', 'd7d6', 'd4d2', 'b7b5', 'f3d4', 'g8h8', 'd4e6', 'c8e6', 'e1e6', 'f6g5', 'd2d1', 'g5f5', 'b3e3', 'f5h5', 'f2f3', 'a8e8', 'd1e1', 'e8d8', 'e6e7', 'h5d5', 'e3c3', 'd5g5', 'c3c7', 'd6d5', 'c7e5', 'g5e5', 'e1e5', 'd5d4', 'g1f2', 'd4d3', 'f2e1', 'f8f6', 'e1d2', 'f6c6', 'e7e8', 'd8e8', 'e5e8', 'h8h7', 'e8d8', 'c6c2', 'd2d3', 'c2b2', 'd8a8', 'b2a2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Bb4']"
Danish Gambit,0-1,1664,1693,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'd1d5', 'd8e7', 'g1f3', 'h7h6', 'e1g1', 'g8f6', 'd5d4', 'c3c2', 'b1c3', 'g7g6', 'f1e1', 'c7c5', 'd4d3', 'f8g7', 'c3d5', 'e7d7', 'c4b5', 'b8c6', 'e4e5', 'f6d5', 'e5d6', 'e8d8', 'd3d5', 'h8e8', 'c1g5', 'h6g5', 'e1e8', 'd8e8', 'd5e4', 'e8f8', 'e4c2', 'a7a6', 'b5c6', 'd7c6', 'a1d1', 'c8d7', 'c2c4', 'g7f6', 'd1d5', 'b7b5', 'c4c5', 'c6c5', 'd5c5', 'a8c8', 'c5c8', 'd7c8', 'g2g4', 'c8g4', 'g1g2', 'g4f3', 'g2f3', 'f6b2', 'f3e4', 'f8e8', 'e4d5', 'e8d7', 'd5c5', 'b2a3', 'c5d5', 'a3d6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
